,word,spam,normal
18917,eirikur,0,22
18918,either,25,143
18919,ein,5,1
18920,einstein,0,3
18921,eine,1,3
18922,einen,0,1
18923,einem,1,0
18924,einer,1,0
18925,eilat,0,1
18926,eisa,0,1
18927,eiseman,1,0
18928,eide,0,3
18929,eia,1,0
18930,eiywenicsNUMBERfdcNUMBERccsnjqsaikNUMBERdtdafnliNUMBERbmebliNUMBERrNUMBERteecrthbnyNUMBERgtbcdskNUMBERrjjNUMBERcucjgacf,1,0
18931,eiNUMBERsNUMBERlkjxwvssNUMBER,1,0
18932,el,4,15
18933,elz,0,21
18934,elle,2,0
18935,ellen,0,3
18936,elliott,0,1
18937,elliptic,0,1
18938,ellison,0,1
18939,elland,0,1
18940,else,12,159
18941,elses,0,3
18942,elsewhere,3,25
18943,elswhere,0,4
18944,elsif,0,2
18945,elect,0,2
18946,election,4,17
18947,elections,1,10
18948,electile,0,1
18949,electirc,1,0
18950,electro,0,1
18951,electron,0,1
18952,electronic,12,56
18953,electronics,4,5
18954,electronically,2,2
18955,electrons,0,3
18956,electrochemical,0,1
18957,electrocute,0,1
18958,electrocuted,0,1
18959,electrodes,0,1
18960,electric,3,7
18961,electrical,2,6
18962,electrically,0,2
18963,electricity,1,2
18964,elected,0,5
18965,electoral,0,4
18966,elegant,1,2
18967,elegance,1,1
18968,elem,0,2
18969,element,3,14
18970,elements,0,11
18971,elementary,1,2
18972,elementaires,0,1
18973,eleven,0,1
18974,elevenses,0,1
18975,eleventh,0,3
18976,elevator,0,6
18977,elevate,0,1
18978,elevated,1,0
18979,elevating,0,1
18980,elevation,0,1
18981,elephant,0,3
18982,elephants,0,2
18983,elephantine,0,1
18984,elektronik,2,0
18985,eleemosynary,1,0
18986,eli,0,5
18987,eliminating,1,3
18988,elimination,0,2
18989,eliminate,3,11
18990,eliminates,3,2
18991,eliminated,5,3
18992,eliminacijom,2,0
18993,elimate,0,1
18994,eligible,11,2
18995,eligables,0,2
18996,eliza,0,3
18997,elizabeth,0,2
18998,eliane,0,1
18999,elias,0,18
19000,elite,1,7
19001,elites,0,3
19002,elitist,0,1
19003,elided,0,1
19004,eliding,0,1
19005,eliot,0,2
19006,elisp,0,1
19007,elif,0,2
19008,elam,0,1
19009,elaine,0,1
19010,elaborate,0,4
19011,elaborately,0,1
19012,elachi,0,1
19013,elusive,0,5
19014,eluxmedia,1,0
19015,elvis,0,2
19016,elkins,0,1
19017,elbow,0,1
19018,elbfvwNUMBERtzwshlfcmuwvklrjbobyulglk,1,0
19019,elfin,0,1
19020,eldrich,0,2
19021,eldred,0,6
19022,elder,1,1
19023,elders,1,1
19024,elderly,2,0
19025,eldest,1,0
19026,eldorado,0,1
19027,elm,0,2
19028,eljNUMBERlNUMBER,1,0
19029,elNUMBERsjNUMBERpNUMBERxtpeaokyujNUMBERjfhNUMBERsuNUMBERgNUMBERgaiiudNUMBERyswNUMBERmNUMBERtzswosfqcNUMBERjnrbio,1,0
19030,elNUMBERdNUMBER,1,0
19031,elyiyNUMBERnNUMBERsactrjtcsrkwbraNUMBERlrourcxzNUMBERopeatnNUMBERvxNUMBERq,1,0
19032,et,7,25
19033,etc,23,165
19034,etched,0,1
19035,ethNUMBER,0,1
19036,ether,0,1
19037,ethernet,0,8
19038,etherpeg,0,2
19039,ethics,3,2
19040,ethical,3,6
19041,ethically,0,2
19042,ethiopia,1,2
19043,ethod,0,1
19044,ethos,0,1
19045,ethnic,2,7
19046,ethnically,0,1
19047,ethnobotanical,1,0
19048,ethnobotany,1,0
19049,ethunk,0,2
19050,etruscan,0,1
19051,ets,0,3
19052,eternal,0,2
19053,eternally,0,5
19054,eta,0,1
19055,ettigimiz,1,0
19056,etNUMBERjNUMBERhdyNUMBERhxtNUMBER,1,0
19057,equal,7,22
19058,equally,2,8
19059,equality,0,2
19060,equaling,0,2
19061,equals,2,0
19062,equate,0,2
19063,equates,1,0
19064,equation,2,1
19065,equations,0,1
19066,equatorial,1,0
19067,equipped,1,6
19068,equipping,0,3
19069,equipment,8,22
19070,equipments,1,0
19071,equiv,0,1
19072,equivalent,1,25
19073,equivocation,0,2
19074,equivocations,0,1
19075,equivlent,0,1
19076,equity,12,4
19077,equitable,0,2
19078,equilibrium,0,1
19079,equilibria,0,1
19080,equifax,1,0
19081,eqNUMBERyfmNUMBERozzqpnsrlfNUMBERkNUMBERy,1,0
19082,eqNUMBERkxdtvxbzhpzevivqorqeNUMBERecnoqNUMBERofgx,1,0
19083,eqa,1,0
19084,eNUMBER,4,10
19085,eNUMBERfpp,0,2
19086,eNUMBERfac,0,1
19087,eNUMBERfszgaaqfjloksNUMBERvhhNUMBERlnyziphqhwtkNUMBERo,1,0
19088,eNUMBERdNUMBERb,0,3
19089,eNUMBERdvNUMBERxNUMBERzejanttnNUMBERll,1,0
19090,eNUMBERbf,0,1
19091,eNUMBERbNUMBERdNUMBER,0,3
19092,eNUMBERbvdzsjwNUMBER,1,0
19093,eNUMBERbzbjtfbutoqsoNUMBERoqjNUMBERgcpt,1,0
19094,eNUMBERbqbragNUMBERuNUMBERr,1,0
19095,eNUMBERt,1,0
19096,eNUMBERtsNUMBERt,0,1
19097,eNUMBERvNUMBERmw,0,1
19098,eNUMBEReNUMBEReNUMBER,0,1
19099,eNUMBEReo,1,0
19100,eNUMBERcNUMBERcaNUMBERfcNUMBERaNUMBEReNUMBERfcNUMBERbNUMBER,0,1
19101,eNUMBERjcfwsbxdhmaNUMBERuNUMBERxvlcmNUMBERo,1,0
19102,eNUMBERphNUMBERyqNUMBERidmssNUMBERrqurxlNUMBERwmt,1,0
19103,eNUMBERpyognhfNUMBERzoewompdrqazaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,0
19104,eNUMBERhcketqnnbNUMBERkNUMBERukuwNUMBER,1,0
19105,eNUMBERsdcovNUMBERbnNUMBERcuqNUMBERdlbhlgtpzyxNUMBERteqNUMBERdvn,1,0
19106,eNUMBERaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,0
19107,eNUMBERaaahmwtNUMBERpjntNUMBEReojNUMBERz,1,0
19108,eNUMBERroNUMBERmxkzNUMBERpNUMBERxbNUMBERfNUMBERpNUMBERzktlqrazsungakNUMBERsrNUMBEReyxjheukuiovNUMBERqqiNUMBERby,1,0
19109,eNUMBERroNUMBERmngmyxxfjlohseztw,1,0
19110,eNUMBERmNUMBERfquNUMBERxNUMBERugahldqaaaaaaaaaaznd,1,0
19111,eNUMBERmnsxxybNUMBERuNUMBERnzzzzwqgsNUMBERfeilheNUMBERcssvpqjzhhoiplwgcoNUMBERpcdlbrjnlkillxoNUMBERqwjoNUMBERmNUMBERbzxhicx,1,0
19112,eNUMBERmxbr,1,0
19113,eNUMBERlNUMBERuopcxNUMBERkoNUMBERw,1,0
19114,eNUMBERlNUMBERoNUMBERq,1,0
19115,eNUMBERldumrqjxmdaNUMBERtbNUMBERrqhlduejgyhqbeNUMBERldumrqjxmdaNUMBERtbNUMBERrqhlduejgyhqbeNUMBERldumrqjxmdaNUMBER,1,0
19116,eNUMBERksvginvk,1,0
19117,eNUMBERuttcycntuuusNUMBERcervcyNUMBERttxyNUMBERafaNUMBERvNUMBER,1,0
19118,eNUMBERyNUMBERvpvygNUMBEReclfqdveypgNUMBER,1,0
19119,eNUMBERgxwNUMBERoNUMBEReNUMBERlunvjvfqwwm,1,0
19120,eNUMBERgcNUMBERxfmwNUMBERlrkNUMBER,1,0
19121,eNUMBERwNUMBERqNUMBERtwbxkqqNUMBERrharjtcmjqajllzuayeNUMBERxwiNUMBEReavevNUMBERvxtiNUMBERxpasNUMBERtNUMBERjeNUMBERjbgtNUMBERozcfvj,1,0
19122,eNUMBERwNUMBERsNUMBERcuuhuktssxywtxbxyNUMBERbrpbzyNUMBERysduozklwNUMBERml,1,0
19123,eNUMBERxwdoNUMBERbNUMBERkNUMBERwvrNUMBERuNUMBERcyugmvhmNUMBERnnyssndvNUMBERknuhwNUMBERg,1,0
19124,eNUMBERzjtNUMBERtteNUMBERnjgzqlNUMBERpcvbdnuxkNUMBERvmwNUMBERc,1,0
19125,ec,1,4
19126,eco,0,1
19127,econo,0,2
19128,economic,13,33
19129,economics,3,25
19130,economical,1,1
19131,economically,0,5
19132,economies,2,5
19133,economist,0,9
19134,economists,0,1
19135,economized,0,1
19136,economy,6,33
19137,econometrics,0,2
19138,econofist,0,1
19139,ecosystem,0,2
19140,ecommerce,1,1
19141,ecomog,2,0
19142,ecovery,0,1
19143,ecology,0,1
19144,ecological,0,1
19145,echo,0,14
19146,echostar,0,1
19147,echoed,0,2
19148,echoes,0,3
19149,echocardiogram,1,0
19150,echxzwgNUMBERnzNUMBERoytNUMBERnlnngldwjcvyNUMBER,1,0
19151,eccentric,0,4
19152,eclipse,1,1
19153,eclectic,0,1
19154,ecw,0,1
19155,ecNUMBERf,0,1
19156,ect,1,1
19157,ects,0,1
19158,ecuador,1,1
19159,ecuadorian,0,1
19160,ecatalogs,4,0
19161,ecnvwyNUMBERg,1,0
19162,ecdtsuwldzfeNUMBERxrvqlwgzktNUMBERsgqNUMBERyguux,1,0
19163,eckNUMBERaNUMBERjbxfbNUMBERciybxfNUMBERmbskutzjxtxjkiauNUMBERtncmNUMBER,1,0
19164,ecmkbNUMBERltmxfgNUMBERsNUMBERtqeufnbeNUMBERzyNUMBERsyyaq,1,0
19165,eh,0,16
19166,ehtNUMBER,0,2
19167,ehtaaNUMBERoiduqtwNUMBERiprNUMBERnkNUMBERslqzol,1,0
19168,ehNUMBER,0,3
19169,eheh,0,1
19170,ehhh,0,1
19171,ehiogu,0,1
19172,ehoosend,1,0
19173,ehbqhNUMBERiNUMBERdtvwqqNUMBERbntlxyejz,1,0
19174,ebNUMBEReraujuqiNUMBERvjo,0,1
19175,ebuilt,0,7
19176,eburg,0,1
19177,ebay,8,9
19178,ebook,4,0
19179,ebooks,5,0
19180,eboka,1,0
19181,ebrochures,4,0
19182,ebb,1,0
19183,ebpqwjlzrNUMBERfvqnrtgxwNUMBERvNUMBERjfliyplpNUMBERipymwfcNUMBERrcsdedzNUMBERsvtoprhvzcyNUMBERtNUMBERlwwyNUMBERrqmivjz,1,0
19184,ebsNUMBERdwecxxsNUMBERnanNUMBERrvibNUMBERmNUMBERcbehjtvkruNUMBERfNUMBERksNUMBERxzbNUMBERjt,1,0
19185,eu,1,6
19186,eucd,0,1
19187,eucommia,1,0
19188,eucommiae,1,0
19189,eucommium,1,0
19190,eula,0,2
19191,eur,0,1
19192,euro,2,6
19193,europe,9,35
19194,european,7,19
19195,europeans,0,9
19196,eurotrash,0,1
19197,euros,10,1
19198,eurolite,1,0
19199,eurolitebvNUMBER,1,0
19200,eurNUMBER,0,2
19201,eurlNUMBERiNUMBER,1,0
19202,euryales,1,0
19203,eugen,0,25
19204,eugene,0,8
19205,euphrates,0,1
19206,euphoria,0,1
19207,euphoriae,1,0
19208,eudora,0,1
19209,eudes,2,0
19210,euan,0,2
19211,euwezontslNUMBERuNUMBERplNUMBERjNUMBERxzolNUMBERaaigaaNUMBERpueswfmzNUMBERkpNUMBERawNUMBER,1,0
19212,euwNUMBERngNUMBERmNUMBERzewabaaaaNUMBERpoxNUMBERehjgzolNUMBERlaxNUMBERluxvkfbNUMBERzNUMBERbsmyuNUMBERa,1,0
19213,euNUMBERzuqvetsiusgdNUMBERdmqpbyprdNUMBERsNUMBERkqcsdixnnyboNUMBERqqiNUMBERbytertdkbqNUMBERbNUMBERhtjfNUMBERnlk,1,0
19214,euhpbgqtnvctNUMBERtzjeaaaaaaaaafnmqprmNUMBERslisNUMBERmhiNUMBERyi,1,0
19215,epiphenomena,0,1
19216,epiphany,0,1
19217,episode,0,4
19218,episodes,0,3
19219,epistula,0,1
19220,epidemic,0,1
19221,epidemics,0,2
19222,epic,0,2
19223,epicenter,1,1
19224,epicycle,0,1
19225,epicycles,0,5
19226,epicyclic,0,1
19227,epimedium,1,0
19228,epa,0,3
19229,epNUMBER,0,3
19230,epNUMBERverdrgNUMBERojbNUMBERszNUMBERononcdlNUMBERjefnkqlnquicm,1,0
19231,epoch,0,1
19232,epoxies,1,0
19233,ephasis,0,1
19234,ephedra,2,0
19235,ephedrine,1,0
19236,epson,4,0
19237,epr,2,0
19238,eprivNUMBERezbctvNUMBERiNUMBERksbniuidrquxzqurdmzhNUMBERzzlabgycsjh,1,0
19239,eprivNUMBERezcbscuvggNUMBERpbekiouprfnfgik,1,0
19240,eplqfqfxovh,1,0
19241,epgjzNUMBERmNUMBERxxosrNUMBERsrpnekNUMBERsvfkuqnsNUMBERnNUMBERrNUMBERwNUMBERxx,1,0
19242,epnlNUMBERcNUMBERelNUMBERjzeNUMBERutjdrpNUMBERcvucs,1,0
19243,ez,1,0
19244,ezmlm,0,1
19245,ezNUMBERixleeeNUMBERwnNUMBERiyydagukmakNUMBERtljqawtuwlwoNUMBERceNUMBERsbweuotnirjfuwwxNUMBERuihlgequNUMBERifupbpcu,1,0
19246,ezNUMBERatzmmsea,1,0
19247,ezNUMBERucNUMBERqkNUMBERrNUMBERmoNUMBERwpffNUMBERtNUMBERdpdsNUMBERc,1,0
19248,ezvcwyrnruNUMBERfcxsNUMBERldeceqsjbbppweuNUMBERfNUMBERnNUMBERbtuvuNUMBERkNUMBERrnzbzbxNUMBERpfzif,1,0
19249,eye,6,16
19250,eyes,2,15
19251,eyesight,0,1
19252,eyewitness,0,1
19253,eyed,0,1
19254,eyebrows,0,2
19255,eyeball,0,3
19256,eyecandy,0,1
19257,eyetv,0,1
19258,eyzvltNUMBERzohkupNUMBERpzunyqhauNUMBERjbrNUMBERfyNUMBERdfhdtwNUMBERgNUMBERhhbNUMBERonmNUMBERfqhgNUMBERpphuNUMBERhrpqsttym,1,0
19259,eyNUMBERxqjhdxNUMBERgNUMBERlmhvbqaqzbzy,1,0
19260,eymrw,1,0
19261,ee,0,1
19262,eefqcwcvykjwv,0,1
19263,eecs,0,3
19264,eegads,0,4
19265,eeeNUMBERaa,0,1
19266,eek,0,3
19267,eeper,0,1
19268,ees,0,1
19269,eeNUMBERzhgcnjNUMBERzyhNUMBER,1,0
19270,eeh,1,0
19271,ejw,0,6
19272,eject,0,1
19273,ejournal,0,1
19274,ejoh,1,0
19275,ejct,0,1
19276,ejaculation,1,0
19277,ejutccNUMBERczofganoy,1,0
19278,ejqNUMBERvflnklpNUMBERonaNUMBERvhNUMBERiNUMBERakwmxdxzpNUMBERsjrvnhswyljuybk,1,0
19279,eot,0,1
19280,eof,0,2
19281,eorNUMBEReveNUMBERswNUMBERzNUMBERiNUMBERjjlcweizwvznaamnaaaaaaaaaaaaaaaaaaa,1,0
19282,eolzbcuoNUMBERckkexrdwtrkmao,1,0
19283,eweek,0,1
19284,ewidvtdksrvaptnjsvsgeqcpafu,1,0
19285,ewNUMBERbNUMBERnNUMBERasrmNUMBERfkpnmNUMBERuqyntanhkzwtdNUMBERnuxnNUMBERpk,1,0
19286,ewymvfyswiuNUMBERqvmntjhjokzwyzNUMBERsvhpgNUMBERfyqqnlxNUMBERdxwNUMBERcysc,1,0
19287,ewlmg,1,0
19288,ewwxzsstfdNUMBEReitxaaNUMBERoNUMBERtNUMBERpbnwrNUMBER,1,0
19289,l,17,106
19290,li,9,6
19291,like,113,639
19292,likely,5,74
19293,likelihood,0,3
19294,likeliness,0,1
19295,likes,1,11
19296,liked,4,17
19297,likewise,1,5
19298,likeable,0,1
19299,lika,2,0
19300,list,227,885
19301,listmaster,49,105
19302,listmembers,0,1
19303,lists,22,58
19304,listserv,0,1
19305,listserve,0,1
19306,listserver,0,1
19307,listers,0,2
19308,listed,18,22
19309,listen,5,17
19310,listening,0,24
19311,listened,0,2
19312,listenership,0,2
19313,listens,0,3
19314,listemizden,2,0
19315,listing,6,6
19316,listings,4,0
19317,listbox,0,2
19318,listboxes,0,1
19319,listdir,0,1
19320,listNUMBER,1,0
19321,lisa,0,6
19322,lisp,0,4
19323,line,81,219
19324,lines,1,72
19325,linehan,0,2
19326,lineNUMBER,0,1
19327,linear,0,5
19328,linearly,0,2
19329,linearily,0,1
19330,lineage,1,1
19331,lineand,1,0
19332,liner,0,1
19333,liners,1,0
19334,lineberger,0,1
19335,linebreak,0,1
19336,linens,0,1
19337,lineno,0,4
19338,lineup,0,1
19339,linet,0,1
19340,linemen,0,1
19341,link,95,170
19342,linked,0,21
19343,linker,0,2
19344,linki,1,0
19345,linking,0,9
19346,links,14,58
19347,linksys,0,4
19348,linka,0,4
19349,linkage,0,1
19350,linkages,0,3
19351,linktext,0,1
19352,linux,50,244
19353,linuxversioncode,0,2
19354,linuxfrench,0,1
19355,linuxworks,0,5
19356,linuxbierwanderung,0,1
19357,linuxthreads,0,1
19358,linus,0,2
19359,lindex,0,3
19360,lindsay,0,2
19361,lindows,0,1
19362,linda,0,2
19363,lina,0,1
19364,lincoln,0,3
19365,lincs,0,1
19366,lingering,1,2
19367,lingerie,2,0
19368,lingers,1,0
19369,linNUMBER,0,2
19370,lint,0,1
19371,lintner,1,0
19372,lining,1,0
19373,lim,1,0
19374,limestone,0,2
19375,limerick,0,1
19376,limewire,0,1
19377,limelight,0,1
19378,limit,16,19
19379,limiting,0,6
19380,limitation,0,2
19381,limitations,3,10
19382,limited,50,32
19383,limits,1,13
19384,limin,0,2
19385,limousine,0,4
19386,limos,0,1
19387,limone,0,1
19388,limbo,0,2
19389,limboNUMBER,0,1
19390,limbos,0,2
19391,limbaugh,0,2
19392,limbs,0,1
19393,lima,0,5
19394,limp,0,2
19395,limped,0,1
19396,life,79,119
19397,lifegem,0,2
19398,lifestyle,5,5
19399,lifestyles,0,1
19400,lifespan,0,1
19401,lifelong,0,2
19402,lifeline,2,2
19403,lifetime,13,7
19404,lifer,0,1
19405,lifequote,1,0
19406,lifejacket,3,0
19407,lift,5,10
19408,lifted,1,8
19409,lifts,0,1
19410,living,16,52
19411,live,36,82
19412,lives,5,38
19413,livestock,0,1
19414,liverpool,0,1
19415,lived,2,12
19416,lively,0,1
19417,livelyhood,1,0
19418,liveliest,0,1
19419,liveNUMBER,0,2
19420,livnptntpNUMBERbxhoedNUMBERiNUMBERjwurtrjqoNUMBERiNUMBERf,1,0
19421,lig,0,4
19422,light,9,37
19423,lightly,0,3
19424,lightpipe,0,1
19425,lighten,0,1
19426,lightening,1,0
19427,lightened,1,0
19428,lighters,2,0
19429,lights,0,3
19430,lightning,0,3
19431,lighthearted,1,0
19432,lighting,1,0
19433,ligne,2,0
19434,ligus,1,0
19435,ligusticum,1,0
19436,lil,0,1
19437,lilo,0,2
19438,lile,0,1
19439,lileks,0,1
19440,lily,1,0
19441,lit,0,3
19442,little,39,130
19443,littlethat,1,0
19444,litte,0,1
19445,litter,0,1
19446,littered,0,1
19447,lite,0,3
19448,literal,0,1
19449,literally,8,18
19450,literature,0,7
19451,literate,0,1
19452,literary,0,2
19453,literacy,0,5
19454,liters,0,1
19455,litigation,5,5
19456,litigate,0,1
19457,litigants,0,1
19458,litigiouness,0,1
19459,litan,0,1
19460,litany,0,1
19461,litmus,0,2
19462,lithium,1,0
19463,lithuania,1,0
19464,lip,0,1
19465,liposuction,0,3
19466,lipotropic,1,0
19467,lipton,0,1
19468,lipcon,0,6
19469,lipstick,1,0
19470,lice,0,1
19471,license,3,20
19472,licensed,3,8
19473,licenses,1,6
19474,licensee,0,1
19475,licensing,2,10
19476,licensors,0,1
19477,licence,0,5
19478,licences,0,5
19479,licenced,0,1
19480,lick,1,0
19481,licking,0,1
19482,licq,0,1
19483,liconv,0,2
19484,licorice,1,0
19485,lib,0,71
19486,liberal,1,24
19487,liberalism,0,6
19488,liberalization,0,4
19489,liberals,0,3
19490,liberated,0,4
19491,liberation,0,3
19492,libertatem,0,8
19493,libertarian,0,4
19494,libertarianism,0,3
19495,liberty,0,11
19496,liberties,0,4
19497,liberia,1,0
19498,libel,0,2
19499,libelous,1,0
19500,libraries,0,30
19501,library,2,24
19502,libvorbis,0,2
19503,libvorbisfile,0,1
19504,libs,0,19
19505,libssl,0,1
19506,libsigc,0,2
19507,libc,0,1
19508,libcrypto,0,1
19509,libttf,0,2
19510,libdv,0,7
19511,libdvdcss,0,4
19512,libdvdnav,0,1
19513,libdvdread,0,1
19514,libdir,0,1
19515,libaNUMBER,0,2
19516,libasound,0,4
19517,libaviplay,0,4
19518,libaa,0,3
19519,liblit,0,5
19520,libya,1,0
19521,libyan,0,1
19522,libby,0,1
19523,libglcore,0,2
19524,libglut,0,3
19525,libgccNUMBER,0,2
19526,libgcj,0,3
19527,libgstwincodec,0,4
19528,libgstmodplug,0,1
19529,libpq,0,3
19530,libusb,0,2
19531,libmad,0,2
19532,libmilter,0,1
19533,libido,4,0
19534,liability,1,6
19535,liabilities,2,0
19536,liable,0,7
19537,liar,0,3
19538,lian,1,0
19539,lie,7,11
19540,lieu,3,8
19541,lieutenant,0,1
19542,lieutenants,0,3
19543,lies,5,7
19544,lieberman,0,1
19545,liechtenstein,1,0
19546,lien,1,0
19547,liens,1,0
19548,lion,0,1
19549,lioness,0,1
19550,lioration,2,0
19551,lid,0,3
19552,liddle,0,3
19553,lids,0,2
19554,lidar,0,2
19555,lidvpjrbolnfbrelwyzvfaNUMBERwwinhejmwix,1,0
19556,liz,1,0
19557,lizard,0,1
19558,lizards,0,1
19559,liquor,0,2
19560,liquid,1,2
19561,liquify,1,0
19562,lire,0,1
19563,lirc,0,10
19564,lih,0,5
19565,liu,0,1
19566,liikkeelle,0,4
19567,lo,4,4
19568,log,3,132
19569,logic,0,9
19570,logical,4,12
19571,logiciel,2,0
19572,login,2,12
19573,logins,0,1
19574,logistics,3,1
19575,logistical,0,2
19576,logtop,0,1
19577,logwrite,0,1
19578,logwindow,0,1
19579,logwatch,0,1
19580,logwatches,0,1
19581,logdisablebut,0,1
19582,logdebugleve,0,1
19583,logdebuglevel,0,3
19584,logyview,0,1
19585,logo,4,5
19586,logon,0,1
19587,logger,0,3
19588,loggerheads,0,1
19589,logged,0,6
19590,logging,0,6
19591,logs,0,12
19592,logfile,0,3
19593,logabstract,0,1
19594,logarithmically,0,1
19595,logbuild,0,1
19596,logrotate,0,1
19597,loc,0,3
19598,local,16,111
19599,localize,0,3
19600,localizes,0,2
19601,localities,1,0
19602,locale,2,8
19603,locales,2,1
19604,locally,1,6
19605,localhost,0,10
19606,locals,0,5
19607,localscan,0,1
19608,localNUMBER,0,1
19609,location,4,23
19610,locations,0,7
19611,locating,3,0
19612,locate,5,12
19613,located,4,8
19614,locataire,0,1
19615,locator,1,0
19616,locaux,2,0
19617,lock,4,25
19618,locke,0,1
19619,locked,6,10
19620,lockergnome,0,2
19621,locking,2,9
19622,lockout,0,1
19623,lockheed,0,1
19624,lockup,0,1
19625,locks,0,1
19626,loch,0,1
19627,locus,0,1
19628,locusts,0,2
19629,loco,0,1
19630,locsuaNUMBERokmNUMBERfntNUMBERspnNUMBERmtNUMBERrzu,1,0
19631,locwvhqNUMBERltyoNUMBERbmnuNUMBERfmrjvNUMBERnhdjmNUMBERmtmNUMBERwNUMBERwruklkltNUMBERmNUMBERxiukNUMBERe,1,0
19632,loccqwNUMBERbmkNUMBERhdfypnfcNUMBERmepNUMBERfvsNUMBERfyNUMBERsfmwizbxowtNUMBERnlNUMBERhqaojskcnec,1,0
19633,low,60,41
19634,lowe,0,1
19635,lower,15,38
19636,lowering,4,3
19637,lowers,0,1
19638,lowered,0,1
19639,lowery,0,5
19640,lowest,30,8
19641,lowlifes,0,1
19642,lowry,0,1
19643,lot,27,168
19644,lots,3,75
19645,lotsa,0,1
19646,lotr,0,1
19647,lotus,3,3
19648,lothian,0,1
19649,lottery,3,0
19650,lotto,1,0
19651,loo,0,1
19652,look,33,221
19653,looking,45,122
19654,lookink,1,0
19655,looks,0,118
19656,looked,6,55
19657,lookup,1,3
19658,lookups,0,1
19659,lookout,1,1
19660,loon,0,1
19661,looney,0,9
19662,loonware,0,1
19663,loong,0,1
19664,loop,0,8
19665,loops,0,4
19666,loopholes,0,1
19667,looping,0,1
19668,loose,4,13
19669,loosely,0,2
19670,loosen,0,1
19671,loosened,0,2
19672,loosed,0,2
19673,looseany,1,0
19674,loosing,4,1
19675,loot,0,1
19676,looting,0,2
19677,looters,0,3
19678,looming,1,3
19679,lord,0,10
19680,lords,0,1
19681,lori,1,1
19682,loripatel,0,1
19683,lorin,0,1
19684,lorry,0,1
19685,loren,0,1
19686,lorenzo,0,1
19687,lorsque,0,2
19688,loa,0,1
19689,load,4,97
19690,loaded,4,23
19691,loads,0,7
19692,loading,0,14
19693,loadable,0,1
19694,loan,23,7
19695,loans,18,3
19696,loathe,0,1
19697,loaxxNUMBERuooNUMBERdqwwkveNUMBERanpvjzNUMBERzNUMBERdtldrNUMBERtNUMBERfNUMBERcmpckyxznNUMBERnNUMBERcvgythj,1,0
19698,los,3,12
19699,lost,11,64
19700,loss,19,19
19701,losses,0,2
19702,lose,34,27
19703,loses,0,7
19704,loser,1,0
19705,losers,0,2
19706,losing,11,14
19707,losije,2,0
19708,lon,1,0
19709,long,47,208
19710,longer,28,54
19711,longest,1,7
19712,longhorn,0,2
19713,longword,0,1
19714,longtime,0,1
19715,longing,0,1
19716,longitude,1,0
19717,longbeach,1,0
19718,longan,1,0
19719,london,2,19
19720,lone,0,1
19721,lonely,0,7
19722,loner,0,1
19723,love,14,77
19724,loved,2,7
19725,lovely,0,8
19726,lovelorn,0,1
19727,lover,1,6
19728,lovers,2,11
19729,loverso,0,1
19730,loves,0,7
19731,lovemaking,0,1
19732,lovin,0,1
19733,loving,0,8
19734,lovingly,0,3
19735,lovington,0,1
19736,lovzotsfhgeggkNUMBERzwcelNUMBERszbytpozNUMBERpnmyr,1,0
19737,lobbies,0,1
19738,lobbied,0,4
19739,lobby,0,2
19740,lobbyist,0,1
19741,lobbyists,0,4
19742,lobbying,0,2
19743,lobster,0,1
19744,lobadreo,1,0
19745,lobeline,1,0
19746,loyal,4,2
19747,loyalty,1,0
19748,lou,0,1
19749,louis,1,2
19750,louisiana,4,1
19751,louisville,0,1
19752,louie,0,1
19753,loud,0,10
19754,loudly,0,3
19755,loudest,0,2
19756,lousy,1,2
19757,lounge,0,2
19758,louant,2,0
19759,lol,0,11
19760,loi,0,1
19761,loire,2,0
19762,lopsided,0,1
19763,lopping,0,1
19764,lomb,0,2
19765,loews,0,1
19766,loebrich,0,1
19767,lok,1,0
19768,lokaalin,0,4
19769,lojack,0,1
19770,lodge,3,1
19771,lodged,6,0
19772,lodgment,1,0
19773,lofty,4,0
19774,lb,2,0
19775,lbrace,0,2
19776,lbreakoutNUMBER,0,2
19777,lbw,0,2
19778,lbind,0,2
19779,lbs,13,0
19780,lbzxfdbqNUMBERkhpNUMBERwNUMBERyfnsdukvqp,1,0
19781,lbNUMBERewaaayuqgvNUMBERqadkNUMBERozxvaaaaayuqgvNUMBERqadkNUMBERozxuaaaaaaaaaaaaaaaaaaaaaaahizjnzjjs,1,0
19782,lbnyeplNUMBERuuqszsmNUMBERomqfpznhfasNUMBERuswcehrqllaNUMBERtzhedouwkuzcNUMBERxNUMBERufyNUMBERdNUMBERbNUMBERwuqchzppot,1,0
19783,ll,62,338
19784,lloyd,0,3
19785,llength,0,1
19786,llc,5,8
19787,llhjrNUMBER,1,0
19788,llwllskNUMBERhkaNUMBERpvu,1,0
19789,llNUMBERkNUMBERhrkcowzNUMBERqztcvgvaoznajtlwzxNUMBERcNUMBERruyyjyskNUMBER,1,0
19790,llksaNUMBERbxctxusm,1,0
19791,la,8,15
19792,late,27,46
19793,later,28,79
19794,latershe,1,0
19795,lateri,1,0
19796,latency,0,5
19797,lateness,0,1
19798,lates,0,1
19799,latest,6,93
19800,latestdodgydotcomstock,1,0
19801,latex,0,1
19802,lately,5,12
19803,latte,0,1
